"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"06/08/2023","AQS","260810020","2","0.2","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/09/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","22","92.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/10/2023","AQS","260810020","2","2.8","ppb","3","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/11/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/12/2023","AQS","260810020","2","0.2","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/13/2023","AQS","260810020","2","0.6","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/14/2023","AQS","260810020","2","1.3","ppb","1","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/15/2023","AQS","260810020","2","0.6","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/16/2023","AQS","260810020","2","0","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/17/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/18/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/19/2023","AQS","260810020","2","0.7","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/20/2023","AQS","260810020","2","0.2","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/21/2023","AQS","260810020","2","0.8","ppb","0","GR-MONROE","21","88.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/22/2023","AQS","260810020","2","0.8","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/23/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/24/2023","AQS","260810020","2","1.7","ppb","1","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/25/2023","AQS","260810020","2","0.4","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/26/2023","AQS","260810020","2","0","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/27/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/28/2023","AQS","260810020","2","0.4","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/29/2023","AQS","260810020","2","0.2","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"06/30/2023","AQS","260810020","2","1.4","ppb","1","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/01/2023","AQS","260810020","2","0.2","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/02/2023","AQS","260810020","2","0","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/03/2023","AQS","260810020","2","0.7","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/04/2023","AQS","260810020","2","2.7","ppb","3","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/05/2023","AQS","260810020","2","1.2","ppb","1","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/06/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/07/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/08/2023","AQS","260810020","2","0.2","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/09/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/10/2023","AQS","260810020","2","1.1","ppb","1","GR-MONROE","21","88.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/11/2023","AQS","260810020","2","0.9","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/12/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/13/2023","AQS","260810020","2","1.5","ppb","1","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/14/2023","AQS","260810020","2","0.5","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/15/2023","AQS","260810020","2","0.4","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/16/2023","AQS","260810020","2","0.8","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/17/2023","AQS","260810020","2","1.3","ppb","1","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/18/2023","AQS","260810020","2","1.1","ppb","1","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/19/2023","AQS","260810020","2","1.2","ppb","1","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/20/2023","AQS","260810020","2","0.5","ppb","0","GR-MONROE","22","92.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/21/2023","AQS","260810020","2","0","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/22/2023","AQS","260810020","2","3","ppb","4","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/23/2023","AQS","260810020","2","1.9","ppb","1","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/24/2023","AQS","260810020","2","0.7","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/25/2023","AQS","260810020","2","2.2","ppb","3","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/26/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/27/2023","AQS","260810020","2","0.8","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/28/2023","AQS","260810020","2","0.6","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/29/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/30/2023","AQS","260810020","2","2.9","ppb","3","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"07/31/2023","AQS","260810020","2","1.3","ppb","1","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/01/2023","AQS","260810020","2","0.9","ppb","0","GR-MONROE","22","92.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/02/2023","AQS","260810020","2","0.7","ppb","0","GR-MONROE","24","100.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/03/2023","AQS","260810020","2","1.4","ppb","1","GR-MONROE","24","100.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/04/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","24","100.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/05/2023","AQS","260810020","2","0.8","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/06/2023","AQS","260810020","2","0.2","ppb","0","GR-MONROE","24","100.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/07/2023","AQS","260810020","2","0.7","ppb","0","GR-MONROE","24","100.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/08/2023","AQS","260810020","2","1.2","ppb","1","GR-MONROE","24","100.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/09/2023","AQS","260810020","2","0.6","ppb","0","GR-MONROE","24","100.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/10/2023","AQS","260810020","2","0.6","ppb","0","GR-MONROE","24","100.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/11/2023","AQS","260810020","2","1.1","ppb","1","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/12/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/13/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/14/2023","AQS","260810020","2","0.8","ppb","0","GR-MONROE","22","92.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/15/2023","AQS","260810020","2","0.2","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/16/2023","AQS","260810020","2","0.9","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/17/2023","AQS","260810020","2","0.4","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/18/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/19/2023","AQS","260810020","2","0.2","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/20/2023","AQS","260810020","2","0.6","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/21/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/22/2023","AQS","260810020","2","0.2","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/23/2023","AQS","260810020","2","0.4","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/24/2023","AQS","260810020","2","0","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/25/2023","AQS","260810020","2","0","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/26/2023","AQS","260810020","2","0","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/27/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/28/2023","AQS","260810020","2","0.2","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/29/2023","AQS","260810020","2","0.5","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/30/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","21","88.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"08/31/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/01/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/02/2023","AQS","260810020","2","0.9","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/03/2023","AQS","260810020","2","0.8","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/04/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/05/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/06/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/07/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/08/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/09/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/10/2023","AQS","260810020","2","1.4","ppb","1","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/11/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/12/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","22","92.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/13/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/14/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/15/2023","AQS","260810020","2","0.2","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/16/2023","AQS","260810020","2","1.2","ppb","1","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/17/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/18/2023","AQS","260810020","2","0.2","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/19/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/20/2023","AQS","260810020","2","0.5","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/21/2023","AQS","260810020","2","0.4","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/22/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/23/2023","AQS","260810020","2","0.4","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/24/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/25/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","22","92.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/26/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/27/2023","AQS","260810020","2","0","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/28/2023","AQS","260810020","2","0","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/29/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"09/30/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/01/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/02/2023","AQS","260810020","2","2","ppb","3","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/03/2023","AQS","260810020","2","0.7","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/04/2023","AQS","260810020","2","0.4","ppb","0","GR-MONROE","22","92.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/05/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/06/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/07/2023","AQS","260810020","2","0","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/08/2023","AQS","260810020","2","0","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/09/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/10/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/11/2023","AQS","260810020","2","0.3","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/12/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","22","92.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/13/2023","AQS","260810020","2","0.2","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/14/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","24","100.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/15/2023","AQS","260810020","2","0","ppb","0","GR-MONROE","24","100.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/16/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","24","100.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/17/2023","AQS","260810020","2","0.2","ppb","0","GR-MONROE","24","100.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/18/2023","AQS","260810020","2","0.5","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"10/19/2023","AQS","260810020","2","0.1","ppb","0","GR-MONROE","23","96.0000","42401","Sulfur dioxide","600","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
