"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/09/2023","AQS","260810020","1","0.3","ppm","3","GR-MONROE","24","100.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"05/10/2023","AQS","260810020","1","0.6","ppm","7","GR-MONROE","24","100.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"05/11/2023","AQS","260810020","1","0.6","ppm","7","GR-MONROE","24","100.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"05/12/2023","AQS","260810020","1","0.5","ppm","6","GR-MONROE","24","100.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"05/13/2023","AQS","260810020","1","0.4","ppm","5","GR-MONROE","24","100.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"05/14/2023","AQS","260810020","1","0.3","ppm","3","GR-MONROE","24","100.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"05/15/2023","AQS","260810020","1","0.3","ppm","3","GR-MONROE","17","71.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"05/16/2023","AQS","260810020","1","0.3","ppm","3","GR-MONROE","24","100.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"05/17/2023","AQS","260810020","1","0.3","ppm","3","GR-MONROE","24","100.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"05/18/2023","AQS","260810020","1","0.3","ppm","3","GR-MONROE","24","100.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"05/19/2023","AQS","260810020","1","0.4","ppm","5","GR-MONROE","24","100.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"05/20/2023","AQS","260810020","1","0.4","ppm","5","GR-MONROE","24","100.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"05/21/2023","AQS","260810020","1","0.3","ppm","3","GR-MONROE","24","100.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"05/22/2023","AQS","260810020","1","0.4","ppm","5","GR-MONROE","24","100.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"05/23/2023","AQS","260810020","1","0.4","ppm","5","GR-MONROE","17","71.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
"05/24/2023","AQS","260810020","1","0.5","ppm","6","GR-MONROE","24","100.0000","42101","Carbon monoxide","093","24340","Grand Rapids-Wyoming, MI","26","Michigan","081","Kent","42.984173","-85.671339"
