Date,Site ID,Local Site Name,AQS Parameter Description,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name_ozone,AQS Parameter Description_ozone,Daily Max 8-hour Ozone Concentration,Units_ozone,Daily AQI Value_ozone,Local Site Name_so2,AQS Parameter Description_so2,Daily Max 1-hour SO2 Concentration,Units_so2,Daily AQI Value_so2,Local Site Name_no2,AQS Parameter Description_no2,Daily Max 1-hour NO2 Concentration,Units_no2,Daily AQI Value_no2,Local Site Name_co,Site Latitude,Site Longitude,AQS Parameter Description_co,Daily Max 8-hour CO Concentration,Units_co,Daily AQI Value_co,Local Site Name_pm10,AQS Parameter Description_pm10,Daily Mean PM10 Concentration,Units_pm10,Daily AQI Value_pm10,Local Site Name_pb,AQS Parameter Description_pb,Daily Mean Pb Concentration,Units_pb,Daily AQI Value_pb
07/12/2023,261390005,Jenison,PM2.5 - Local Conditions,5.2,ug/m3 LC,29,Jenison,Ozone,0.035,ppm,32.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,12.0,ug/m3 SC,11.0,,,,,
07/13/2023,261390005,Jenison,PM2.5 - Local Conditions,6.1,ug/m3 LC,34,Jenison,Ozone,0.043,ppm,40.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,11.0,ug/m3 SC,10.0,,,,,
07/19/2023,261390005,Jenison,PM2.5 - Local Conditions,9.3,ug/m3 LC,51,Jenison,Ozone,0.055,ppm,51.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,21.0,ug/m3 SC,19.0,,,,,
07/20/2023,261390005,Jenison,PM2.5 - Local Conditions,11.0,ug/m3 LC,55,Jenison,Ozone,0.049,ppm,45.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,22.0,ug/m3 SC,20.0,,,,,
07/21/2023,261390005,Jenison,PM2.5 - Local Conditions,9.7,ug/m3 LC,52,Jenison,Ozone,0.032,ppm,30.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,16.0,ug/m3 SC,15.0,,,,,
07/22/2023,261390005,Jenison,PM2.5 - Local Conditions,12.7,ug/m3 LC,58,Jenison,Ozone,0.053,ppm,49.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,21.0,ug/m3 SC,19.0,,,,,
07/23/2023,261390005,Jenison,PM2.5 - Local Conditions,12.0,ug/m3 LC,56,Jenison,Ozone,0.058,ppm,61.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,19.0,ug/m3 SC,18.0,,,,,
07/24/2023,261390005,Jenison,PM2.5 - Local Conditions,22.0,ug/m3 LC,75,Jenison,Ozone,0.045,ppm,42.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,34.0,ug/m3 SC,31.0,,,,,
07/25/2023,261390005,Jenison,PM2.5 - Local Conditions,46.8,ug/m3 LC,129,Jenison,Ozone,0.078,ppm,126.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,70.0,ug/m3 SC,58.0,,,,,
07/26/2023,261390005,Jenison,PM2.5 - Local Conditions,28.1,ug/m3 LC,86,Jenison,Ozone,0.039,ppm,36.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,43.0,ug/m3 SC,40.0,,,,,
07/27/2023,261390005,Jenison,PM2.5 - Local Conditions,14.2,ug/m3 LC,61,Jenison,Ozone,0.06,ppm,67.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,22.0,ug/m3 SC,20.0,,,,,
07/28/2023,261390005,Jenison,PM2.5 - Local Conditions,9.7,ug/m3 LC,52,Jenison,Ozone,0.054,ppm,50.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,17.0,ug/m3 SC,16.0,,,,,
07/29/2023,261390005,Jenison,PM2.5 - Local Conditions,5.4,ug/m3 LC,30,Jenison,Ozone,0.035,ppm,32.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,11.0,ug/m3 SC,10.0,,,,,
07/30/2023,261390005,Jenison,PM2.5 - Local Conditions,5.8,ug/m3 LC,32,Jenison,Ozone,0.034,ppm,31.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,11.0,ug/m3 SC,10.0,,,,,
07/31/2023,261390005,Jenison,PM2.5 - Local Conditions,7.2,ug/m3 LC,40,Jenison,Ozone,0.034,ppm,31.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,14.0,ug/m3 SC,13.0,,,,,
08/01/2023,261390005,Jenison,PM2.5 - Local Conditions,8.9,ug/m3 LC,49,Jenison,Ozone,0.042,ppm,39.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,20.0,ug/m3 SC,19.0,,,,,
08/02/2023,261390005,Jenison,PM2.5 - Local Conditions,12.8,ug/m3 LC,58,Jenison,Ozone,0.064,ppm,80.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,24.0,ug/m3 SC,22.0,,,,,
08/03/2023,261390005,Jenison,PM2.5 - Local Conditions,15.5,ug/m3 LC,63,Jenison,Ozone,0.063,ppm,77.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,25.0,ug/m3 SC,23.0,,,,,
08/04/2023,261390005,Jenison,PM2.5 - Local Conditions,14.9,ug/m3 LC,62,Jenison,Ozone,0.042,ppm,39.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,22.0,ug/m3 SC,20.0,,,,,
08/05/2023,261390005,Jenison,PM2.5 - Local Conditions,19.2,ug/m3 LC,70,Jenison,Ozone,0.041,ppm,38.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,29.0,ug/m3 SC,27.0,,,,,
08/06/2023,261390005,Jenison,PM2.5 - Local Conditions,10.6,ug/m3 LC,54,Jenison,Ozone,0.033,ppm,31.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,16.0,ug/m3 SC,15.0,,,,,
08/07/2023,261390005,Jenison,PM2.5 - Local Conditions,7.7,ug/m3 LC,43,Jenison,Ozone,0.036,ppm,33.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,14.0,ug/m3 SC,13.0,,,,,
08/08/2023,261390005,Jenison,PM2.5 - Local Conditions,13.6,ug/m3 LC,59,Jenison,Ozone,0.053,ppm,49.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,23.0,ug/m3 SC,21.0,,,,,
08/09/2023,261390005,Jenison,PM2.5 - Local Conditions,17.6,ug/m3 LC,67,Jenison,Ozone,0.049,ppm,45.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,28.0,ug/m3 SC,26.0,,,,,
08/10/2023,261390005,Jenison,PM2.5 - Local Conditions,16.7,ug/m3 LC,65,Jenison,Ozone,0.047,ppm,44.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,26.0,ug/m3 SC,24.0,,,,,
08/11/2023,261390005,Jenison,PM2.5 - Local Conditions,12.0,ug/m3 LC,56,Jenison,Ozone,0.054,ppm,50.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,22.0,ug/m3 SC,20.0,,,,,
08/12/2023,261390005,Jenison,PM2.5 - Local Conditions,4.6,ug/m3 LC,26,Jenison,Ozone,0.04,ppm,37.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,10.0,ug/m3 SC,9.0,,,,,
08/13/2023,261390005,Jenison,PM2.5 - Local Conditions,4.2,ug/m3 LC,23,Jenison,Ozone,0.031,ppm,29.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,9.0,ug/m3 SC,8.0,,,,,
08/14/2023,261390005,Jenison,PM2.5 - Local Conditions,4.1,ug/m3 LC,23,Jenison,Ozone,0.025,ppm,23.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,9.0,ug/m3 SC,8.0,,,,,
08/15/2023,261390005,Jenison,PM2.5 - Local Conditions,19.6,ug/m3 LC,71,Jenison,Ozone,0.029,ppm,27.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,27.0,ug/m3 SC,25.0,,,,,
08/16/2023,261390005,Jenison,PM2.5 - Local Conditions,9.4,ug/m3 LC,52,Jenison,Ozone,0.048,ppm,44.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,17.0,ug/m3 SC,16.0,,,,,
08/17/2023,261390005,Jenison,PM2.5 - Local Conditions,10.5,ug/m3 LC,54,Jenison,Ozone,0.035,ppm,32.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,20.0,ug/m3 SC,19.0,,,,,
08/18/2023,261390005,Jenison,PM2.5 - Local Conditions,18.4,ug/m3 LC,68,Jenison,Ozone,0.038,ppm,35.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,27.0,ug/m3 SC,25.0,,,,,
08/19/2023,261390005,Jenison,PM2.5 - Local Conditions,23.5,ug/m3 LC,78,Jenison,Ozone,0.048,ppm,44.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,35.0,ug/m3 SC,32.0,,,,,
08/20/2023,261390005,Jenison,PM2.5 - Local Conditions,17.8,ug/m3 LC,67,Jenison,Ozone,0.048,ppm,44.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,29.0,ug/m3 SC,27.0,,,,,
08/21/2023,261390005,Jenison,PM2.5 - Local Conditions,20.6,ug/m3 LC,72,Jenison,Ozone,0.037,ppm,34.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,31.0,ug/m3 SC,29.0,,,,,
08/22/2023,261390005,Jenison,PM2.5 - Local Conditions,7.8,ug/m3 LC,43,Jenison,Ozone,0.037,ppm,34.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,16.0,ug/m3 SC,15.0,,,,,
08/23/2023,261390005,Jenison,PM2.5 - Local Conditions,15.6,ug/m3 LC,63,Jenison,Ozone,0.064,ppm,80.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,29.0,ug/m3 SC,27.0,,,,,
08/24/2023,261390005,Jenison,PM2.5 - Local Conditions,18.7,ug/m3 LC,69,Jenison,Ozone,0.066,ppm,87.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,37.0,ug/m3 SC,34.0,,,,,
08/25/2023,261390005,Jenison,PM2.5 - Local Conditions,5.0,ug/m3 LC,28,Jenison,Ozone,0.024,ppm,22.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,11.0,ug/m3 SC,10.0,,,,,
08/26/2023,261390005,Jenison,PM2.5 - Local Conditions,6.0,ug/m3 LC,33,Jenison,Ozone,0.035,ppm,32.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,11.0,ug/m3 SC,10.0,,,,,
08/27/2023,261390005,Jenison,PM2.5 - Local Conditions,7.5,ug/m3 LC,42,Jenison,Ozone,0.035,ppm,32.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,13.0,ug/m3 SC,12.0,,,,,
08/28/2023,261390005,Jenison,PM2.5 - Local Conditions,9.5,ug/m3 LC,52,Jenison,Ozone,0.04,ppm,37.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,19.0,ug/m3 SC,18.0,,,,,
08/29/2023,261390005,Jenison,PM2.5 - Local Conditions,11.0,ug/m3 LC,55,Jenison,Ozone,0.04,ppm,37.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,20.0,ug/m3 SC,19.0,,,,,
08/30/2023,261390005,Jenison,PM2.5 - Local Conditions,3.2,ug/m3 LC,18,Jenison,Ozone,0.03,ppm,28.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,8.0,ug/m3 SC,7.0,,,,,
08/31/2023,261390005,Jenison,PM2.5 - Local Conditions,4.1,ug/m3 LC,23,Jenison,Ozone,0.043,ppm,40.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,14.0,ug/m3 SC,13.0,,,,,
09/01/2023,261390005,Jenison,PM2.5 - Local Conditions,6.2,ug/m3 LC,34,Jenison,Ozone,0.043,ppm,40.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,16.0,ug/m3 SC,15.0,,,,,
09/02/2023,261390005,Jenison,PM2.5 - Local Conditions,7.8,ug/m3 LC,43,Jenison,Ozone,0.054,ppm,50.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,18.0,ug/m3 SC,17.0,,,,,
09/03/2023,261390005,Jenison,PM2.5 - Local Conditions,9.9,ug/m3 LC,52,Jenison,Ozone,0.062,ppm,74.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,28.0,ug/m3 SC,26.0,,,,,
09/04/2023,261390005,Jenison,PM2.5 - Local Conditions,9.2,ug/m3 LC,51,Jenison,Ozone,0.045,ppm,42.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,19.0,ug/m3 SC,18.0,,,,,
09/05/2023,261390005,Jenison,PM2.5 - Local Conditions,8.8,ug/m3 LC,49,Jenison,Ozone,0.046,ppm,43.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,22.0,ug/m3 SC,20.0,,,,,
09/06/2023,261390005,Jenison,PM2.5 - Local Conditions,10.5,ug/m3 LC,54,Jenison,Ozone,0.054,ppm,50.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,23.0,ug/m3 SC,21.0,,,,,
09/07/2023,261390005,Jenison,PM2.5 - Local Conditions,3.8,ug/m3 LC,21,Jenison,Ozone,0.02,ppm,19.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,8.0,ug/m3 SC,7.0,,,,,
09/08/2023,261390005,Jenison,PM2.5 - Local Conditions,6.5,ug/m3 LC,36,Jenison,Ozone,0.026,ppm,24.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,11.0,ug/m3 SC,10.0,,,,,
09/09/2023,261390005,Jenison,PM2.5 - Local Conditions,10.3,ug/m3 LC,53,Jenison,Ozone,0.035,ppm,32.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,16.0,ug/m3 SC,15.0,,,,,
09/10/2023,261390005,Jenison,PM2.5 - Local Conditions,11.8,ug/m3 LC,56,Jenison,Ozone,0.04,ppm,37.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,19.0,ug/m3 SC,18.0,,,,,
09/11/2023,261390005,Jenison,PM2.5 - Local Conditions,7.4,ug/m3 LC,41,Jenison,Ozone,0.026,ppm,24.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,13.0,ug/m3 SC,12.0,,,,,
09/12/2023,261390005,Jenison,PM2.5 - Local Conditions,5.0,ug/m3 LC,28,Jenison,Ozone,0.023,ppm,21.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,9.0,ug/m3 SC,8.0,,,,,
09/13/2023,261390005,Jenison,PM2.5 - Local Conditions,4.0,ug/m3 LC,22,Jenison,Ozone,0.026,ppm,24.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,7.0,ug/m3 SC,6.0,,,,,
09/14/2023,261390005,Jenison,PM2.5 - Local Conditions,4.8,ug/m3 LC,27,Jenison,Ozone,0.035,ppm,32.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,10.0,ug/m3 SC,9.0,,,,,
09/15/2023,261390005,Jenison,PM2.5 - Local Conditions,9.2,ug/m3 LC,51,Jenison,Ozone,0.048,ppm,44.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,16.0,ug/m3 SC,15.0,,,,,
09/16/2023,261390005,Jenison,PM2.5 - Local Conditions,12.2,ug/m3 LC,57,Jenison,Ozone,0.039,ppm,36.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,22.0,ug/m3 SC,20.0,,,,,
09/17/2023,261390005,Jenison,PM2.5 - Local Conditions,12.6,ug/m3 LC,58,Jenison,Ozone,0.023,ppm,21.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,19.0,ug/m3 SC,18.0,,,,,
09/18/2023,261390005,Jenison,PM2.5 - Local Conditions,3.8,ug/m3 LC,21,Jenison,Ozone,0.026,ppm,24.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,8.0,ug/m3 SC,7.0,,,,,
09/19/2023,261390005,Jenison,PM2.5 - Local Conditions,5.9,ug/m3 LC,33,Jenison,Ozone,0.028,ppm,26.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,13.0,ug/m3 SC,12.0,,,,,
09/20/2023,261390005,Jenison,PM2.5 - Local Conditions,9.9,ug/m3 LC,52,Jenison,Ozone,0.05,ppm,46.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,20.0,ug/m3 SC,19.0,,,,,
09/21/2023,261390005,Jenison,PM2.5 - Local Conditions,11.4,ug/m3 LC,55,Jenison,Ozone,0.048,ppm,44.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,26.0,ug/m3 SC,24.0,,,,,
09/22/2023,261390005,Jenison,PM2.5 - Local Conditions,11.3,ug/m3 LC,55,Jenison,Ozone,0.053,ppm,49.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,22.0,ug/m3 SC,20.0,,,,,
09/23/2023,261390005,Jenison,PM2.5 - Local Conditions,10.3,ug/m3 LC,53,Jenison,Ozone,0.046,ppm,43.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,19.0,ug/m3 SC,18.0,,,,,
09/24/2023,261390005,Jenison,PM2.5 - Local Conditions,12.2,ug/m3 LC,57,Jenison,Ozone,0.04,ppm,37.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,20.0,ug/m3 SC,19.0,,,,,
09/25/2023,261390005,Jenison,PM2.5 - Local Conditions,10.3,ug/m3 LC,53,Jenison,Ozone,0.033,ppm,31.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,19.0,ug/m3 SC,18.0,,,,,
09/26/2023,261390005,Jenison,PM2.5 - Local Conditions,11.1,ug/m3 LC,55,Jenison,Ozone,0.025,ppm,23.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,21.0,ug/m3 SC,19.0,,,,,
09/27/2023,261390005,Jenison,PM2.5 - Local Conditions,5.2,ug/m3 LC,29,Jenison,Ozone,0.017,ppm,16.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,10.0,ug/m3 SC,9.0,,,,,
09/28/2023,261390005,Jenison,PM2.5 - Local Conditions,6.4,ug/m3 LC,36,Jenison,Ozone,0.024,ppm,22.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,11.0,ug/m3 SC,10.0,,,,,
09/29/2023,261390005,Jenison,PM2.5 - Local Conditions,10.6,ug/m3 LC,54,Jenison,Ozone,0.029,ppm,27.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,18.0,ug/m3 SC,17.0,,,,,
09/30/2023,261390005,Jenison,PM2.5 - Local Conditions,12.6,ug/m3 LC,58,Jenison,Ozone,0.044,ppm,41.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,20.0,ug/m3 SC,19.0,,,,,
10/01/2023,261390005,Jenison,PM2.5 - Local Conditions,8.2,ug/m3 LC,46,Jenison,Ozone,0.049,ppm,45.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,15.0,ug/m3 SC,14.0,,,,,
10/02/2023,261390005,Jenison,PM2.5 - Local Conditions,9.6,ug/m3 LC,52,Jenison,Ozone,0.058,ppm,61.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,21.0,ug/m3 SC,19.0,,,,,
10/03/2023,261390005,Jenison,PM2.5 - Local Conditions,9.0,ug/m3 LC,50,Jenison,Ozone,0.058,ppm,61.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,23.0,ug/m3 SC,21.0,,,,,
10/04/2023,261390005,Jenison,PM2.5 - Local Conditions,10.1,ug/m3 LC,53,Jenison,Ozone,0.048,ppm,44.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,32.0,ug/m3 SC,30.0,,,,,
10/05/2023,261390005,Jenison,PM2.5 - Local Conditions,9.9,ug/m3 LC,52,Jenison,Ozone,0.029,ppm,27.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,19.0,ug/m3 SC,18.0,,,,,
10/06/2023,261390005,Jenison,PM2.5 - Local Conditions,3.6,ug/m3 LC,20,Jenison,Ozone,0.028,ppm,26.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,11.0,ug/m3 SC,10.0,,,,,
10/07/2023,261390005,Jenison,PM2.5 - Local Conditions,1.6,ug/m3 LC,9,Jenison,Ozone,0.025,ppm,23.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,4.0,ug/m3 SC,4.0,,,,,
10/08/2023,261390005,Jenison,PM2.5 - Local Conditions,2.5,ug/m3 LC,14,Jenison,Ozone,0.027,ppm,25.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,4.0,ug/m3 SC,4.0,,,,,
10/09/2023,261390005,Jenison,PM2.5 - Local Conditions,2.8,ug/m3 LC,16,Jenison,Ozone,0.032,ppm,30.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,6.0,ug/m3 SC,6.0,,,,,
10/10/2023,261390005,Jenison,PM2.5 - Local Conditions,3.1,ug/m3 LC,17,Jenison,Ozone,0.023,ppm,21.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,6.0,ug/m3 SC,6.0,,,,,
10/11/2023,261390005,Jenison,PM2.5 - Local Conditions,5.2,ug/m3 LC,29,Jenison,Ozone,0.029,ppm,27.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,11.0,ug/m3 SC,10.0,,,,,
10/12/2023,261390005,Jenison,PM2.5 - Local Conditions,3.1,ug/m3 LC,17,Jenison,Ozone,0.019,ppm,18.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,7.0,ug/m3 SC,6.0,,,,,
10/13/2023,261390005,Jenison,PM2.5 - Local Conditions,2.5,ug/m3 LC,14,Jenison,Ozone,0.022,ppm,20.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,4.0,ug/m3 SC,4.0,,,,,
10/14/2023,261390005,Jenison,PM2.5 - Local Conditions,2.7,ug/m3 LC,15,Jenison,Ozone,0.02,ppm,19.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,5.0,ug/m3 SC,5.0,,,,,
10/15/2023,261390005,Jenison,PM2.5 - Local Conditions,2.7,ug/m3 LC,15,Jenison,Ozone,0.029,ppm,27.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,6.0,ug/m3 SC,6.0,,,,,
10/16/2023,261390005,Jenison,PM2.5 - Local Conditions,3.8,ug/m3 LC,21,Jenison,Ozone,0.023,ppm,21.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,7.0,ug/m3 SC,6.0,,,,,
10/17/2023,261390005,Jenison,PM2.5 - Local Conditions,7.1,ug/m3 LC,39,Jenison,Ozone,0.03,ppm,28.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,12.0,ug/m3 SC,11.0,,,,,
10/18/2023,261390005,Jenison,PM2.5 - Local Conditions,9.3,ug/m3 LC,51,Jenison,Ozone,0.036,ppm,33.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,20.0,ug/m3 SC,19.0,,,,,
10/19/2023,261390005,Jenison,PM2.5 - Local Conditions,14.8,ug/m3 LC,62,Jenison,Ozone,0.023,ppm,21.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,23.0,ug/m3 SC,21.0,,,,,
10/20/2023,261390005,Jenison,PM2.5 - Local Conditions,2.4,ug/m3 LC,13,Jenison,Ozone,0.02,ppm,19.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,5.0,ug/m3 SC,5.0,,,,,
10/21/2023,261390005,Jenison,PM2.5 - Local Conditions,4.2,ug/m3 LC,23,Jenison,Ozone,0.019,ppm,18.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,7.0,ug/m3 SC,6.0,,,,,
10/22/2023,261390005,Jenison,PM2.5 - Local Conditions,3.1,ug/m3 LC,17,Jenison,Ozone,0.029,ppm,27.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,5.0,ug/m3 SC,5.0,,,,,
10/23/2023,261390005,Jenison,PM2.5 - Local Conditions,4.9,ug/m3 LC,27,Jenison,Ozone,0.032,ppm,30.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,11.0,ug/m3 SC,10.0,,,,,
10/24/2023,261390005,Jenison,PM2.5 - Local Conditions,8.6,ug/m3 LC,48,Jenison,Ozone,0.041,ppm,38.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,25.0,ug/m3 SC,23.0,,,,,
10/25/2023,261390005,Jenison,PM2.5 - Local Conditions,11.6,ug/m3 LC,56,Jenison,Ozone,0.028,ppm,26.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,22.0,ug/m3 SC,20.0,,,,,
10/26/2023,261390005,Jenison,PM2.5 - Local Conditions,9.0,ug/m3 LC,50,Jenison,Ozone,0.029,ppm,27.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,18.0,ug/m3 SC,17.0,,,,,
10/27/2023,261390005,Jenison,PM2.5 - Local Conditions,10.5,ug/m3 LC,54,Jenison,Ozone,0.025,ppm,23.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,20.0,ug/m3 SC,19.0,,,,,
10/28/2023,261390005,Jenison,PM2.5 - Local Conditions,3.2,ug/m3 LC,18,Jenison,Ozone,0.024,ppm,22.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,6.0,ug/m3 SC,6.0,,,,,
10/29/2023,261390005,Jenison,PM2.5 - Local Conditions,3.8,ug/m3 LC,21,Jenison,Ozone,0.023,ppm,21.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,6.0,ug/m3 SC,6.0,,,,,
10/30/2023,261390005,Jenison,PM2.5 - Local Conditions,4.2,ug/m3 LC,23,Jenison,Ozone,0.032,ppm,30.0,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,7.0,ug/m3 SC,6.0,,,,,
10/31/2023,261390005,Jenison,PM2.5 - Local Conditions,7.8,ug/m3 LC,43,,,,,,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,13.0,ug/m3 SC,12.0,,,,,
11/01/2023,261390005,Jenison,PM2.5 - Local Conditions,5.2,ug/m3 LC,29,,,,,,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,8.0,ug/m3 SC,7.0,,,,,
11/02/2023,261390005,Jenison,PM2.5 - Local Conditions,6.6,ug/m3 LC,37,,,,,,,,,,,,,,,,,,,,,,,Jenison,PM10 Total 0-10um STP,18.0,ug/m3 SC,17.0,,,,,
