"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"12/28/2023","AQS","261470005","1","3.8","ug/m3 LC","21","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"12/29/2023","AQS","261470005","1","6","ug/m3 LC","33","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"12/30/2023","AQS","261470005","1","2.8","ug/m3 LC","16","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"12/31/2023","AQS","261470005","1","10","ug/m3 LC","53","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/01/2023","AQS","261470005","21","13.3","ug/m3 LC","59","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/02/2023","AQS","261470005","21","18","ug/m3 LC","68","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/03/2023","AQS","261470005","21","17.4","ug/m3 LC","66","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/04/2023","AQS","261470005","21","7.4","ug/m3 LC","41","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/05/2023","AQS","261470005","21","7.3","ug/m3 LC","41","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/06/2023","AQS","261470005","21","7.6","ug/m3 LC","42","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/07/2023","AQS","261470005","21","3.4","ug/m3 LC","19","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/08/2023","AQS","261470005","21","6.6","ug/m3 LC","37","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/09/2023","AQS","261470005","21","13.9","ug/m3 LC","60","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/10/2023","AQS","261470005","21","23.7","ug/m3 LC","78","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/11/2023","AQS","261470005","21","14.5","ug/m3 LC","61","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/12/2023","AQS","261470005","21","14.9","ug/m3 LC","62","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/13/2023","AQS","261470005","21","2.3","ug/m3 LC","13","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/14/2023","AQS","261470005","21","3.2","ug/m3 LC","18","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/15/2023","AQS","261470005","21","11","ug/m3 LC","55","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/16/2023","AQS","261470005","21","8.6","ug/m3 LC","48","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/17/2023","AQS","261470005","21","8.9","ug/m3 LC","49","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/18/2023","AQS","261470005","21","3.3","ug/m3 LC","18","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/19/2023","AQS","261470005","21","5.4","ug/m3 LC","30","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/20/2023","AQS","261470005","21","3","ug/m3 LC","17","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/21/2023","AQS","261470005","21","4.8","ug/m3 LC","27","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/22/2023","AQS","261470005","21","10.2","ug/m3 LC","53","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/23/2023","AQS","261470005","21","6.8","ug/m3 LC","38","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/24/2023","AQS","261470005","21","11.6","ug/m3 LC","56","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/25/2023","AQS","261470005","21","11.5","ug/m3 LC","55","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/26/2023","AQS","261470005","21","4.7","ug/m3 LC","26","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/27/2023","AQS","261470005","21","10.9","ug/m3 LC","54","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/28/2023","AQS","261470005","21","10","ug/m3 LC","53","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/29/2023","AQS","261470005","21","9.4","ug/m3 LC","52","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/30/2023","AQS","261470005","21","3.8","ug/m3 LC","21","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"01/31/2023","AQS","261470005","21","5.7","ug/m3 LC","32","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/01/2023","AQS","261470005","21","12.4","ug/m3 LC","57","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/02/2023","AQS","261470005","21","8.7","ug/m3 LC","48","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/03/2023","AQS","261470005","21","2.3","ug/m3 LC","13","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/04/2023","AQS","261470005","21","6.3","ug/m3 LC","35","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/05/2023","AQS","261470005","21","7.7","ug/m3 LC","43","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/06/2023","AQS","261470005","21","7.4","ug/m3 LC","41","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/07/2023","AQS","261470005","21","12","ug/m3 LC","56","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/08/2023","AQS","261470005","21","13.9","ug/m3 LC","60","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/09/2023","AQS","261470005","21","9.9","ug/m3 LC","52","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/10/2023","AQS","261470005","21","2.1","ug/m3 LC","12","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/11/2023","AQS","261470005","21","3.7","ug/m3 LC","21","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/12/2023","AQS","261470005","21","8.9","ug/m3 LC","49","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/13/2023","AQS","261470005","21","9.2","ug/m3 LC","51","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/14/2023","AQS","261470005","21","15.5","ug/m3 LC","63","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/15/2023","AQS","261470005","21","4.3","ug/m3 LC","24","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/16/2023","AQS","261470005","21","2.7","ug/m3 LC","15","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/17/2023","AQS","261470005","21","2","ug/m3 LC","11","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/18/2023","AQS","261470005","21","6.8","ug/m3 LC","38","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/19/2023","AQS","261470005","21","5.1","ug/m3 LC","28","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/20/2023","AQS","261470005","21","5.7","ug/m3 LC","32","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/21/2023","AQS","261470005","21","6.3","ug/m3 LC","35","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/22/2023","AQS","261470005","21","5.5","ug/m3 LC","31","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/23/2023","AQS","261470005","21","5.9","ug/m3 LC","33","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/24/2023","AQS","261470005","21","2.3","ug/m3 LC","13","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/25/2023","AQS","261470005","21","6.9","ug/m3 LC","38","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/26/2023","AQS","261470005","21","9","ug/m3 LC","50","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/27/2023","AQS","261470005","21","7.5","ug/m3 LC","42","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"02/28/2023","AQS","261470005","21","5.6","ug/m3 LC","31","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/01/2023","AQS","261470005","21","10.3","ug/m3 LC","53","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/02/2023","AQS","261470005","21","11.7","ug/m3 LC","56","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/03/2023","AQS","261470005","21","10.5","ug/m3 LC","54","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/05/2023","AQS","261470005","21","11.1","ug/m3 LC","55","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/06/2023","AQS","261470005","21","9.4","ug/m3 LC","52","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/07/2023","AQS","261470005","21","2.1","ug/m3 LC","12","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/08/2023","AQS","261470005","21","2.5","ug/m3 LC","14","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/09/2023","AQS","261470005","21","2.9","ug/m3 LC","16","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/10/2023","AQS","261470005","21","4.5","ug/m3 LC","25","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/11/2023","AQS","261470005","21","2.7","ug/m3 LC","15","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/12/2023","AQS","261470005","21","4.9","ug/m3 LC","27","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/13/2023","AQS","261470005","21","3.6","ug/m3 LC","20","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/14/2023","AQS","261470005","21","2.9","ug/m3 LC","16","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/15/2023","AQS","261470005","21","4.3","ug/m3 LC","24","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/16/2023","AQS","261470005","21","8.6","ug/m3 LC","48","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/17/2023","AQS","261470005","21","6.2","ug/m3 LC","34","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/18/2023","AQS","261470005","21","3","ug/m3 LC","17","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/19/2023","AQS","261470005","21","3.2","ug/m3 LC","18","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/20/2023","AQS","261470005","21","7.7","ug/m3 LC","43","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/21/2023","AQS","261470005","21","9","ug/m3 LC","50","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/22/2023","AQS","261470005","21","16.2","ug/m3 LC","64","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/23/2023","AQS","261470005","21","9.4","ug/m3 LC","52","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/24/2023","AQS","261470005","21","3.8","ug/m3 LC","21","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/25/2023","AQS","261470005","21","4.1","ug/m3 LC","23","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/26/2023","AQS","261470005","21","4.8","ug/m3 LC","27","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/27/2023","AQS","261470005","21","4.7","ug/m3 LC","26","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/28/2023","AQS","261470005","21","5.7","ug/m3 LC","32","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/29/2023","AQS","261470005","21","7","ug/m3 LC","39","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/30/2023","AQS","261470005","21","5.2","ug/m3 LC","29","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"03/31/2023","AQS","261470005","21","11.7","ug/m3 LC","56","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"04/01/2023","AQS","261470005","21","4.5","ug/m3 LC","25","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"04/02/2023","AQS","261470005","21","2.9","ug/m3 LC","16","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"04/03/2023","AQS","261470005","21","4.5","ug/m3 LC","25","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"04/04/2023","AQS","261470005","21","5.2","ug/m3 LC","29","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"04/05/2023","AQS","261470005","21","7","ug/m3 LC","39","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"04/06/2023","AQS","261470005","21","3.3","ug/m3 LC","18","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"04/07/2023","AQS","261470005","21","3","ug/m3 LC","17","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
"04/08/2023","AQS","261470005","21","5.4","ug/m3 LC","30","Port Huron","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.953336","-82.456229"
