"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"02/25/2023","AQS","260170014","1","10.1","ug/m3 LC","53","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"02/26/2023","AQS","260170014","1","11.8","ug/m3 LC","56","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"02/27/2023","AQS","260170014","1","9.8","ug/m3 LC","52","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"02/28/2023","AQS","260170014","1","9.6","ug/m3 LC","52","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/01/2023","AQS","260170014","1","13.3","ug/m3 LC","59","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/02/2023","AQS","260170014","1","11.7","ug/m3 LC","56","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/03/2023","AQS","260170014","1","8.7","ug/m3 LC","48","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/04/2023","AQS","260170014","1","9.1","ug/m3 LC","51","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/05/2023","AQS","260170014","1","14","ug/m3 LC","60","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/06/2023","AQS","260170014","1","11.3","ug/m3 LC","55","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/07/2023","AQS","260170014","1","6","ug/m3 LC","33","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/08/2023","AQS","260170014","1","4.3","ug/m3 LC","24","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/09/2023","AQS","260170014","1","4.4","ug/m3 LC","24","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/10/2023","AQS","260170014","1","2.6","ug/m3 LC","14","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/11/2023","AQS","260170014","1","3.8","ug/m3 LC","21","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/12/2023","AQS","260170014","1","3.6","ug/m3 LC","20","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/13/2023","AQS","260170014","1","3.5","ug/m3 LC","19","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/14/2023","AQS","260170014","1","4.3","ug/m3 LC","24","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/15/2023","AQS","260170014","1","5.4","ug/m3 LC","30","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/16/2023","AQS","260170014","1","8.5","ug/m3 LC","47","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/17/2023","AQS","260170014","1","3.8","ug/m3 LC","21","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/18/2023","AQS","260170014","1","5.4","ug/m3 LC","30","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/19/2023","AQS","260170014","1","4.9","ug/m3 LC","27","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/20/2023","AQS","260170014","1","7.5","ug/m3 LC","42","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/21/2023","AQS","260170014","1","6.3","ug/m3 LC","35","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/22/2023","AQS","260170014","1","11","ug/m3 LC","55","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/23/2023","AQS","260170014","1","10.8","ug/m3 LC","54","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/24/2023","AQS","260170014","1","5.1","ug/m3 LC","28","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/25/2023","AQS","260170014","1","4.8","ug/m3 LC","27","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/26/2023","AQS","260170014","1","5.8","ug/m3 LC","32","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/27/2023","AQS","260170014","1","6.4","ug/m3 LC","36","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/28/2023","AQS","260170014","1","7.6","ug/m3 LC","42","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/29/2023","AQS","260170014","1","8.4","ug/m3 LC","47","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/30/2023","AQS","260170014","1","8.1","ug/m3 LC","45","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"03/31/2023","AQS","260170014","1","11.1","ug/m3 LC","55","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/01/2023","AQS","260170014","1","6.5","ug/m3 LC","36","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/02/2023","AQS","260170014","1","5.9","ug/m3 LC","33","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/03/2023","AQS","260170014","1","5.6","ug/m3 LC","31","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/04/2023","AQS","260170014","1","4.7","ug/m3 LC","26","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/05/2023","AQS","260170014","1","6.7","ug/m3 LC","37","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/06/2023","AQS","260170014","1","4.4","ug/m3 LC","24","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/07/2023","AQS","260170014","1","5.3","ug/m3 LC","29","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/08/2023","AQS","260170014","1","8.3","ug/m3 LC","46","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/09/2023","AQS","260170014","1","11.2","ug/m3 LC","55","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/10/2023","AQS","260170014","1","10.3","ug/m3 LC","53","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/11/2023","AQS","260170014","1","9.7","ug/m3 LC","52","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/12/2023","AQS","260170014","1","11","ug/m3 LC","55","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/13/2023","AQS","260170014","1","10.8","ug/m3 LC","54","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/14/2023","AQS","260170014","1","14.9","ug/m3 LC","62","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/15/2023","AQS","260170014","1","16.3","ug/m3 LC","64","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/16/2023","AQS","260170014","1","8.5","ug/m3 LC","47","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/17/2023","AQS","260170014","1","2.9","ug/m3 LC","16","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/18/2023","AQS","260170014","1","3.8","ug/m3 LC","21","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/19/2023","AQS","260170014","1","5.4","ug/m3 LC","30","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/20/2023","AQS","260170014","1","6.6","ug/m3 LC","37","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/21/2023","AQS","260170014","1","5.5","ug/m3 LC","31","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/22/2023","AQS","260170014","1","6.4","ug/m3 LC","36","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/23/2023","AQS","260170014","1","5.8","ug/m3 LC","32","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/24/2023","AQS","260170014","1","5","ug/m3 LC","28","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/25/2023","AQS","260170014","1","5.1","ug/m3 LC","28","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/26/2023","AQS","260170014","1","3.8","ug/m3 LC","21","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/27/2023","AQS","260170014","1","7","ug/m3 LC","39","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/28/2023","AQS","260170014","1","10","ug/m3 LC","53","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/29/2023","AQS","260170014","1","3.1","ug/m3 LC","17","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"04/30/2023","AQS","260170014","1","4.3","ug/m3 LC","24","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/01/2023","AQS","260170014","1","3","ug/m3 LC","17","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/02/2023","AQS","260170014","1","1.9","ug/m3 LC","11","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/03/2023","AQS","260170014","1","2.6","ug/m3 LC","14","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/04/2023","AQS","260170014","1","5.5","ug/m3 LC","31","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/05/2023","AQS","260170014","1","5.2","ug/m3 LC","29","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/06/2023","AQS","260170014","1","5.2","ug/m3 LC","29","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/07/2023","AQS","260170014","1","5.1","ug/m3 LC","28","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/08/2023","AQS","260170014","1","5.7","ug/m3 LC","32","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/09/2023","AQS","260170014","1","5.9","ug/m3 LC","33","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/10/2023","AQS","260170014","1","7.4","ug/m3 LC","41","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/11/2023","AQS","260170014","1","8.2","ug/m3 LC","46","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/12/2023","AQS","260170014","1","12.2","ug/m3 LC","57","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/13/2023","AQS","260170014","1","8.9","ug/m3 LC","49","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/14/2023","AQS","260170014","1","6.4","ug/m3 LC","36","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/15/2023","AQS","260170014","1","6.8","ug/m3 LC","38","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/16/2023","AQS","260170014","1","6.4","ug/m3 LC","36","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/17/2023","AQS","260170014","1","5.5","ug/m3 LC","31","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/18/2023","AQS","260170014","1","7.5","ug/m3 LC","42","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/19/2023","AQS","260170014","1","16.3","ug/m3 LC","64","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
"05/20/2023","AQS","260170014","1","8.9","ug/m3 LC","49","JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL","3","300.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","13020","Bay City, MI","26","Michigan","017","Bay","43.5713906134716","-83.8907206820599"
