"Date","Source","Site ID","POC","Daily Mean Pb Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"11/26/2023","AQS","261470031","1","0.007","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"12/02/2023","AQS","261470031","1","0","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"12/08/2023","AQS","261470031","1","0.124","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"12/14/2023","AQS","261470031","1","0.007","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"12/20/2023","AQS","261470031","1","0.006","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"12/26/2023","AQS","261470031","1","0.002","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"01/12/2023","AQS","261470031","2","0.005","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"01/24/2023","AQS","261470031","2","0.031","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"02/05/2023","AQS","261470031","2","0.011","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"02/17/2023","AQS","261470031","2","0.003","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"03/01/2023","AQS","261470031","2","0.002","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"03/13/2023","AQS","261470031","2","0.001","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"03/25/2023","AQS","261470031","2","0.011","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"04/06/2023","AQS","261470031","2","0.001","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"04/18/2023","AQS","261470031","2","0.001","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"04/30/2023","AQS","261470031","2","0.002","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"05/12/2023","AQS","261470031","2","0.013","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"05/24/2023","AQS","261470031","2","0.006","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"06/11/2023","AQS","261470031","2","0.002","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"06/17/2023","AQS","261470031","2","0.002","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"06/29/2023","AQS","261470031","2","0.07","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"07/11/2023","AQS","261470031","2","0.014","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"07/24/2023","AQS","261470031","2","0.024","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"08/04/2023","AQS","261470031","2","0.001","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"08/16/2023","AQS","261470031","2","0.07","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"08/28/2023","AQS","261470031","2","0.004","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"09/09/2023","AQS","261470031","2","0.002","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"09/21/2023","AQS","261470031","2","0.134","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"10/03/2023","AQS","261470031","2","0.084","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"10/21/2023","AQS","261470031","2","0","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"10/27/2023","AQS","261470031","2","0.061","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"11/08/2023","AQS","261470031","2","0.003","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"11/20/2023","AQS","261470031","2","0.008","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"12/02/2023","AQS","261470031","2","0","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"12/14/2023","AQS","261470031","2","0.008","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"12/26/2023","AQS","261470031","2","0.003","ug/m3 LC",".","PORT HURON-RURAL","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"01/06/2023","AQS","261630005","1","0.001","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"01/12/2023","AQS","261630005","1","0.007","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"01/18/2023","AQS","261630005","1","0.008","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"01/24/2023","AQS","261630005","1","0.001","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"01/30/2023","AQS","261630005","1","0.001","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"02/05/2023","AQS","261630005","1","0.002","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"02/11/2023","AQS","261630005","1","0.002","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"02/17/2023","AQS","261630005","1","0.003","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"03/01/2023","AQS","261630005","1","0.003","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"03/07/2023","AQS","261630005","1","0.004","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"03/09/2023","AQS","261630005","1","0.004","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"03/13/2023","AQS","261630005","1","0.003","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"03/19/2023","AQS","261630005","1","0.002","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"03/25/2023","AQS","261630005","1","0.002","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"03/31/2023","AQS","261630005","1","0.003","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"04/06/2023","AQS","261630005","1","0.002","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"04/12/2023","AQS","261630005","1","0.004","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"04/18/2023","AQS","261630005","1","0.002","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"04/24/2023","AQS","261630005","1","0.001","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"04/30/2023","AQS","261630005","1","0.001","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"05/06/2023","AQS","261630005","1","0.002","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"05/12/2023","AQS","261630005","1","0.011","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"05/18/2023","AQS","261630005","1","0.009","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"05/24/2023","AQS","261630005","1","0.039","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"05/31/2023","AQS","261630005","1","0.006","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"06/05/2023","AQS","261630005","1","0.016","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"06/11/2023","AQS","261630005","1","0.007","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"06/17/2023","AQS","261630005","1","0.003","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"06/23/2023","AQS","261630005","1","0.003","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"06/29/2023","AQS","261630005","1","0.004","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"07/05/2023","AQS","261630005","1","0.003","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"07/11/2023","AQS","261630005","1","0.005","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"07/17/2023","AQS","261630005","1","0.011","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"07/23/2023","AQS","261630005","1","0.003","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"07/29/2023","AQS","261630005","1","0.002","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"08/04/2023","AQS","261630005","1","0.005","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"08/10/2023","AQS","261630005","1","0.005","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"08/16/2023","AQS","261630005","1","0.003","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"08/22/2023","AQS","261630005","1","0.007","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"08/28/2023","AQS","261630005","1","0.005","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"09/06/2023","AQS","261630005","1","0.002","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"09/09/2023","AQS","261630005","1","0.006","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"09/15/2023","AQS","261630005","1","0.005","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"09/21/2023","AQS","261630005","1","0.004","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"09/27/2023","AQS","261630005","1","0.002","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"10/03/2023","AQS","261630005","1","0.004","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"10/09/2023","AQS","261630005","1","0.002","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"10/15/2023","AQS","261630005","1","0.001","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"10/21/2023","AQS","261630005","1","0.003","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"10/27/2023","AQS","261630005","1","0.001","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"11/02/2023","AQS","261630005","1","0.003","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"11/08/2023","AQS","261630005","1","0","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"11/14/2023","AQS","261630005","1","0.004","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"11/20/2023","AQS","261630005","1","0.003","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"11/26/2023","AQS","261630005","1","0.002","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"12/02/2023","AQS","261630005","1","0.002","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"12/08/2023","AQS","261630005","1","0.005","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"12/14/2023","AQS","261630005","1","0.004","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"12/20/2023","AQS","261630005","1","0.002","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"12/26/2023","AQS","261630005","1","0.001","ug/m3 LC",".","River Rouge","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2672307600082","-83.1320863685477"
"01/06/2023","AQS","261630015","1","0.001","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"01/12/2023","AQS","261630015","1","0.005","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"01/18/2023","AQS","261630015","1","0.016","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"01/24/2023","AQS","261630015","1","0.003","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"01/30/2023","AQS","261630015","1","0.007","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"02/05/2023","AQS","261630015","1","0.003","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"02/11/2023","AQS","261630015","1","0.006","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"02/17/2023","AQS","261630015","1","0.004","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"02/24/2023","AQS","261630015","1","0.002","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"03/01/2023","AQS","261630015","1","0.004","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"03/13/2023","AQS","261630015","1","0.001","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"03/15/2023","AQS","261630015","1","0.01","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"03/19/2023","AQS","261630015","1","0.003","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"03/25/2023","AQS","261630015","1","0.002","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"03/31/2023","AQS","261630015","1","0.012","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"04/06/2023","AQS","261630015","1","0.004","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"04/12/2023","AQS","261630015","1","0.011","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"04/18/2023","AQS","261630015","1","0.007","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"04/24/2023","AQS","261630015","1","0.004","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
"04/30/2023","AQS","261630015","1","0.001","ug/m3 LC",".","DETROIT-SOUTHWEST (DET-SW)","1","100.0000","14129","Lead (TSP) LC","189","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.302778","-83.106667"
