"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/01/2023","AQS","260650018","1","16.4","ppb","15","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/02/2023","AQS","260650018","1","13.5","ppb","12","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/03/2023","AQS","260650018","1","15.8","ppb","14","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/04/2023","AQS","260650018","1","13.4","ppb","12","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/05/2023","AQS","260650018","1","13.9","ppb","12","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/06/2023","AQS","260650018","1","11.2","ppb","10","LANSING / FILLEY STREET","20","83.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/07/2023","AQS","260650018","1","5","ppb","5","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/08/2023","AQS","260650018","1","7.1","ppb","7","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/09/2023","AQS","260650018","1","19.5","ppb","18","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/10/2023","AQS","260650018","1","26.4","ppb","25","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/11/2023","AQS","260650018","1","25.2","ppb","24","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/12/2023","AQS","260650018","1","14.9","ppb","13","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/13/2023","AQS","260650018","1","5.6","ppb","5","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/14/2023","AQS","260650018","1","32.3","ppb","30","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/15/2023","AQS","260650018","1","22.9","ppb","21","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/16/2023","AQS","260650018","1","21.6","ppb","20","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/17/2023","AQS","260650018","1","18.1","ppb","17","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/18/2023","AQS","260650018","1","8","ppb","8","LANSING / FILLEY STREET","20","83.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/19/2023","AQS","260650018","1","16.2","ppb","15","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/20/2023","AQS","260650018","1","7","ppb","7","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/21/2023","AQS","260650018","1","5.7","ppb","5","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/22/2023","AQS","260650018","1","8.8","ppb","8","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/23/2023","AQS","260650018","1","17.1","ppb","16","LANSING / FILLEY STREET","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/24/2023","AQS","260650018","1","16.2","ppb","15","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/25/2023","AQS","260650018","1","13.6","ppb","12","LANSING / FILLEY STREET","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/26/2023","AQS","260650018","1","14.6","ppb","13","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/27/2023","AQS","260650018","1","11.5","ppb","10","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/28/2023","AQS","260650018","1","7.6","ppb","7","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/29/2023","AQS","260650018","1","5","ppb","5","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/30/2023","AQS","260650018","1","11.9","ppb","10","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"01/31/2023","AQS","260650018","1","34.5","ppb","32","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/01/2023","AQS","260650018","1","21.5","ppb","20","LANSING / FILLEY STREET","20","83.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/02/2023","AQS","260650018","1","11.4","ppb","10","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/03/2023","AQS","260650018","1","38.4","ppb","36","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/04/2023","AQS","260650018","1","28.6","ppb","26","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/05/2023","AQS","260650018","1","13.3","ppb","12","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/06/2023","AQS","260650018","1","14.6","ppb","13","LANSING / FILLEY STREET","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/07/2023","AQS","260650018","1","10.6","ppb","9","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/08/2023","AQS","260650018","1","29.3","ppb","27","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/09/2023","AQS","260650018","1","14","ppb","13","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/10/2023","AQS","260650018","1","10.1","ppb","9","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/11/2023","AQS","260650018","1","24.7","ppb","23","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/12/2023","AQS","260650018","1","25.7","ppb","24","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/13/2023","AQS","260650018","1","21.3","ppb","20","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/14/2023","AQS","260650018","1","22.6","ppb","21","LANSING / FILLEY STREET","18","75.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/15/2023","AQS","260650018","1","10.5","ppb","9","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/16/2023","AQS","260650018","1","7.4","ppb","7","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/17/2023","AQS","260650018","1","8.9","ppb","8","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/18/2023","AQS","260650018","1","28.1","ppb","26","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/19/2023","AQS","260650018","1","9.4","ppb","8","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/20/2023","AQS","260650018","1","22.3","ppb","21","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/21/2023","AQS","260650018","1","16.9","ppb","15","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/22/2023","AQS","260650018","1","7.5","ppb","7","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/23/2023","AQS","260650018","1","22.8","ppb","21","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/24/2023","AQS","260650018","1","22.3","ppb","21","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/25/2023","AQS","260650018","1","19.2","ppb","18","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/26/2023","AQS","260650018","1","34.8","ppb","32","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/27/2023","AQS","260650018","1","34.2","ppb","32","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"02/28/2023","AQS","260650018","1","23.5","ppb","22","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/01/2023","AQS","260650018","1","22.5","ppb","21","LANSING / FILLEY STREET","20","83.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/02/2023","AQS","260650018","1","24","ppb","23","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/03/2023","AQS","260650018","1","9.3","ppb","8","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/04/2023","AQS","260650018","1","10.4","ppb","9","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/05/2023","AQS","260650018","1","10.4","ppb","9","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/06/2023","AQS","260650018","1","10.6","ppb","9","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/07/2023","AQS","260650018","1","30.6","ppb","28","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/08/2023","AQS","260650018","1","26.3","ppb","25","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/09/2023","AQS","260650018","1","7.1","ppb","7","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/10/2023","AQS","260650018","1","3.8","ppb","3","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/11/2023","AQS","260650018","1","12.8","ppb","11","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/12/2023","AQS","260650018","1","2.9","ppb","2","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/21/2023","AQS","260650018","1","12.8","ppb","11","LANSING / FILLEY STREET","22","92.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/22/2023","AQS","260650018","1","11.9","ppb","10","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/23/2023","AQS","260650018","1","13","ppb","12","LANSING / FILLEY STREET","20","83.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/24/2023","AQS","260650018","1","7.8","ppb","7","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/25/2023","AQS","260650018","1","11.2","ppb","10","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/26/2023","AQS","260650018","1","15.1","ppb","14","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/27/2023","AQS","260650018","1","13.3","ppb","12","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/28/2023","AQS","260650018","1","21.9","ppb","20","LANSING / FILLEY STREET","19","79.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/29/2023","AQS","260650018","1","18.7","ppb","17","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/30/2023","AQS","260650018","1","36.8","ppb","34","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"03/31/2023","AQS","260650018","1","17.6","ppb","16","LANSING / FILLEY STREET","18","75.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/01/2023","AQS","260650018","1","7.1","ppb","7","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/02/2023","AQS","260650018","1","28.1","ppb","26","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/03/2023","AQS","260650018","1","11.1","ppb","10","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/04/2023","AQS","260650018","1","7.5","ppb","7","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/05/2023","AQS","260650018","1","10","ppb","9","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/06/2023","AQS","260650018","1","10.3","ppb","9","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/07/2023","AQS","260650018","1","14.6","ppb","13","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/08/2023","AQS","260650018","1","14.2","ppb","13","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/09/2023","AQS","260650018","1","17.6","ppb","16","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/10/2023","AQS","260650018","1","18","ppb","17","LANSING / FILLEY STREET","19","79.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/11/2023","AQS","260650018","1","10.8","ppb","9","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/12/2023","AQS","260650018","1","12.5","ppb","11","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/13/2023","AQS","260650018","1","20.3","ppb","19","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/14/2023","AQS","260650018","1","30.2","ppb","28","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/15/2023","AQS","260650018","1","20.7","ppb","19","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/16/2023","AQS","260650018","1","18.3","ppb","17","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/17/2023","AQS","260650018","1","8.3","ppb","8","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/18/2023","AQS","260650018","1","12.5","ppb","11","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/19/2023","AQS","260650018","1","15.2","ppb","14","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/20/2023","AQS","260650018","1","14.9","ppb","13","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/21/2023","AQS","260650018","1","9.9","ppb","8","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/22/2023","AQS","260650018","1","8.2","ppb","8","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/23/2023","AQS","260650018","1","5.6","ppb","5","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/24/2023","AQS","260650018","1","27.4","ppb","25","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/25/2023","AQS","260650018","1","27.7","ppb","25","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/26/2023","AQS","260650018","1","18.7","ppb","17","LANSING / FILLEY STREET","19","79.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/27/2023","AQS","260650018","1","21.4","ppb","20","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/28/2023","AQS","260650018","1","10.7","ppb","9","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/29/2023","AQS","260650018","1","9.2","ppb","8","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"04/30/2023","AQS","260650018","1","5.7","ppb","5","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/01/2023","AQS","260650018","1","6.6","ppb","6","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/02/2023","AQS","260650018","1","2.7","ppb","2","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/03/2023","AQS","260650018","1","10.8","ppb","9","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/04/2023","AQS","260650018","1","17.2","ppb","16","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/05/2023","AQS","260650018","1","18.1","ppb","17","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/06/2023","AQS","260650018","1","24.8","ppb","23","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/07/2023","AQS","260650018","1","14.7","ppb","13","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/08/2023","AQS","260650018","1","5.1","ppb","5","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/09/2023","AQS","260650018","1","23.2","ppb","22","LANSING / FILLEY STREET","23","96.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/10/2023","AQS","260650018","1","21.7","ppb","20","LANSING / FILLEY STREET","19","79.0000","42602","Nitrogen dioxide (NO2)","074","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
